student_id,department,year,gender,attendance_percentage,classes_missed,mood_score,stress_score,sleep_hours,energy_level,gpa,assignments_pending,exam_days_left,study_hours,internal_marks,lab_performance,counselor_sentiment,counselor_visits,extracurricular_hours,financial_stress,social_support,risk_level
236,CE,4,Female,55,39,10,4,8.8,6,6.91,1,24,2.6,86,58,Positive,8,9.9,3,5,Low
237,ECE,4,Male,42,18,4,6,6.1,2,5.84,8,34,0.1,44,53,Negative,3,10.4,4,1,High
238,ME,4,Female,87,9,1,8,7.3,1,5.44,0,11,7.9,75,44,Negative,3,10.9,4,4,High
239,CSE,3,Female,60,1,7,2,6.2,10,5.32,9,2,7.0,44,62,Negative,1,3.5,3,5,Medium
240,CE,2,Male,64,25,1,8,3.9,4,5.68,6,50,8.0,74,58,Negative,2,3.6,3,1,High
241,ECE,2,Male,42,0,10,10,5.4,9,9.73,4,13,7.5,97,86,Neutral,3,5.0,5,2,Medium
242,ME,3,Female,79,16,4,2,4.1,10,9.26,8,29,6.4,44,58,Negative,1,3.0,2,5,Medium
243,ME,2,Male,48,15,2,5,6.7,4,6.59,7,21,6.2,59,84,Negative,2,6.8,3,3,Medium
244,CSE,3,Male,60,15,4,7,4.7,6,5.67,5,56,4.8,68,62,Neutral,7,6.6,2,5,Medium
245,CE,3,Female,97,34,4,5,7.4,2,8.64,0,54,5.1,41,92,Negative,6,9.2,2,1,Low
246,IT,2,Male,81,9,6,7,4.3,10,8.67,4,8,4.6,72,45,Neutral,5,6.0,2,5,Low
247,CSE,2,Female,68,10,3,10,8.7,3,8.68,7,60,3.6,54,88,Neutral,3,0.8,3,2,High
248,EEE,1,Female,64,30,8,1,3.2,6,5.52,8,40,8.3,93,87,Neutral,8,6.8,4,4,Medium
249,IT,3,Male,64,14,9,7,5.1,6,7.43,7,56,6.0,72,96,Positive,7,2.0,1,5,Low
250,IT,4,Male,49,11,3,6,6.6,2,8.31,6,51,3.3,47,70,Negative,7,5.7,5,2,High
251,CE,1,Female,55,2,3,10,6.6,3,8.15,0,57,5.7,43,50,Neutral,2,6.2,4,5,Medium
252,ECE,3,Female,100,5,4,8,6.6,8,9.34,2,14,8.3,78,49,Negative,2,7.5,5,3,Medium
253,CE,1,Male,78,37,2,4,5.3,3,5.54,3,33,8.6,72,83,Neutral,2,7.3,2,4,Medium
254,EEE,1,Female,45,30,3,10,6.2,1,9.48,10,41,4.3,66,63,Positive,8,5.1,4,4,High
255,CSE,4,Male,48,16,8,4,8.5,2,6.42,8,26,2.6,40,85,Negative,0,6.9,1,5,Medium
256,ME,4,Male,84,20,7,6,3.6,7,8.26,4,16,8.5,67,76,Neutral,4,11.9,4,2,Low
257,ECE,4,Female,63,35,9,8,4.5,5,7.89,6,47,1.4,95,82,Positive,3,5.4,2,1,Medium
258,CSE,4,Female,91,35,10,1,4.0,1,9.02,2,30,9.3,67,45,Positive,4,2.7,1,5,Low
259,CE,2,Male,79,33,5,10,3.3,3,8.2,7,0,2.0,82,99,Negative,4,2.3,5,5,Medium
260,CE,3,Female,83,2,6,4,6.9,3,5.43,4,49,4.0,82,65,Neutral,3,6.2,1,1,Low
261,CSE,3,Female,62,17,4,10,8.8,8,9.65,9,0,2.6,66,72,Positive,8,0.9,3,3,Medium
262,IT,2,Male,84,28,7,10,5.9,4,8.79,7,43,4.6,77,95,Positive,7,1.4,1,4,Low
263,EEE,3,Male,91,20,7,6,6.1,1,8.5,4,15,2.9,65,83,Negative,5,0.9,2,4,Low
264,EEE,2,Male,97,36,5,3,8.7,4,7.49,3,15,7.4,95,56,Positive,3,2.4,2,5,Low
265,ME,2,Male,47,5,8,10,3.0,9,9.79,7,23,6.2,71,97,Negative,4,5.9,5,3,High
266,IT,2,Female,43,33,7,8,8.6,1,7.51,6,55,6.9,51,69,Positive,8,5.5,1,1,Medium
267,IT,3,Female,77,6,6,6,6.7,5,5.94,4,15,2.7,79,61,Neutral,2,6.0,2,4,Low
268,ECE,2,Female,94,25,5,8,4.1,3,9.9,10,14,8.1,86,57,Positive,8,5.2,4,2,Medium
269,ECE,3,Female,91,0,3,7,6.0,9,7.67,5,50,4.9,56,75,Negative,0,4.8,2,1,Medium
270,CE,2,Female,93,40,2,8,7.5,5,6.8,8,35,9.3,56,62,Positive,6,1.5,5,2,Medium
271,ME,1,Male,62,20,9,8,7.6,8,9.45,6,39,2.9,80,49,Positive,5,5.1,5,5,Medium
272,ECE,1,Male,50,21,4,6,4.9,5,8.55,9,41,4.0,96,68,Neutral,8,11.6,4,2,Medium
273,EEE,2,Male,86,15,5,2,4.3,7,5.52,1,59,8.8,75,43,Positive,6,6.3,1,1,Medium
274,ME,3,Female,81,24,5,4,4.5,5,7.22,2,8,5.3,50,41,Positive,5,10.3,3,4,Low
275,EEE,3,Female,48,34,3,10,6.6,10,7.17,10,40,5.3,98,62,Neutral,8,2.7,1,4,Medium
276,CE,2,Male,56,9,5,1,3.0,3,6.72,7,34,0.1,99,71,Neutral,4,0.1,4,3,Medium
277,CE,3,Female,75,23,4,7,8.3,7,6.97,2,45,7.4,64,93,Neutral,3,3.2,4,2,Low
278,CSE,1,Male,81,34,5,7,4.1,2,5.91,4,7,6.4,79,68,Neutral,7,2.3,1,2,Medium
279,EEE,1,Male,46,18,5,3,7.3,1,6.16,2,0,4.9,61,66,Neutral,7,12.0,4,1,Medium
280,IT,1,Male,43,17,7,2,6.3,3,5.96,4,52,3.8,40,47,Negative,3,4.6,4,2,High
281,ECE,3,Male,69,6,9,4,5.8,5,9.68,2,40,7.3,87,99,Negative,8,1.5,4,3,Medium
282,ECE,3,Male,95,13,2,4,6.8,6,5.08,4,37,1.2,90,55,Positive,0,7.0,4,5,Medium
283,ECE,3,Female,55,10,8,2,7.1,6,9.65,10,3,0.6,81,49,Negative,8,9.5,2,4,Medium
284,CE,2,Female,91,28,4,1,7.1,6,8.62,4,57,0.4,85,68,Negative,4,6.5,4,2,Medium
285,IT,2,Male,60,29,5,10,8.5,9,5.8,8,9,4.5,92,56,Negative,5,5.4,5,4,High
286,ME,3,Male,79,23,10,4,4.9,2,8.29,8,52,3.9,73,83,Neutral,8,1.8,3,3,Low
287,IT,3,Male,46,33,2,1,8.0,3,5.89,0,12,1.1,52,46,Positive,6,7.9,5,5,Medium
288,EEE,1,Male,63,14,10,2,3.1,4,8.28,1,29,8.0,43,63,Negative,6,9.9,1,5,Medium
289,IT,4,Male,93,19,2,4,8.8,2,5.51,3,34,3.9,52,73,Negative,3,6.8,2,5,Medium
290,EEE,3,Female,89,40,10,6,7.0,7,9.41,2,50,1.8,65,72,Neutral,2,6.4,5,4,Low
291,ME,1,Male,94,23,7,7,8.0,6,8.04,9,34,2.1,89,75,Negative,4,4.3,4,4,Medium
292,CE,2,Male,58,38,1,9,3.8,5,5.03,3,13,8.6,41,89,Negative,4,11.0,5,5,High
293,IT,3,Female,42,29,6,3,3.8,6,9.45,3,14,2.6,59,45,Negative,6,6.8,2,1,Medium
294,CSE,2,Male,51,31,10,2,6.6,5,5.19,9,24,0.8,43,98,Neutral,5,10.6,4,4,Medium
295,CE,1,Male,80,40,7,1,4.8,1,6.6,9,9,3.3,84,54,Positive,0,8.1,4,4,Low
296,ME,2,Female,67,18,7,3,3.8,2,7.38,0,35,4.0,45,65,Negative,6,9.3,2,2,Medium
297,EEE,3,Male,65,36,4,9,6.7,9,6.23,1,17,7.8,60,83,Negative,1,1.4,4,4,High
298,IT,3,Male,60,22,10,1,7.6,3,9.94,9,52,9.9,68,79,Positive,7,0.5,2,2,Medium
299,IT,2,Male,88,5,2,1,4.5,10,9.63,4,0,3.4,91,47,Neutral,7,5.7,3,2,Medium
300,ECE,3,Male,74,33,5,9,5.9,3,8.48,10,1,3.8,97,82,Negative,0,3.1,1,3,Medium
301,ME,1,Male,69,0,2,7,7.0,6,9.32,0,18,8.7,81,64,Positive,6,6.1,1,3,Medium
302,IT,3,Male,52,32,8,9,8.6,1,5.2,8,19,3.3,65,87,Positive,0,4.2,3,3,Medium
303,IT,2,Female,72,17,1,5,8.3,1,9.72,4,14,1.5,97,65,Negative,2,1.1,4,5,Medium
304,ECE,4,Male,55,36,3,7,8.8,10,6.65,8,8,2.1,48,77,Negative,3,10.4,3,5,Medium
305,EEE,4,Female,81,36,3,6,3.4,9,9.74,1,11,3.2,96,49,Negative,0,9.2,4,4,Medium
306,CE,4,Female,49,12,2,3,4.1,10,8.08,9,36,6.1,78,54,Positive,0,4.3,4,2,High
307,CSE,2,Female,51,24,8,8,3.8,4,6.13,6,48,9.7,99,57,Neutral,3,8.9,2,2,High
308,CE,1,Male,95,39,8,6,8.2,4,7.14,0,38,7.4,64,86,Neutral,6,7.3,5,5,Low
309,EEE,4,Male,68,29,1,4,6.1,7,9.92,0,35,3.9,88,80,Positive,3,3.5,4,3,Medium
310,ME,1,Male,67,18,10,1,7.1,3,7.32,10,28,0.9,72,47,Positive,8,1.6,4,3,Medium
311,IT,4,Male,69,37,4,8,3.5,6,8.46,2,45,7.3,45,47,Negative,7,7.6,1,5,Medium
312,EEE,2,Male,64,35,7,1,7.6,6,7.83,10,55,1.5,95,49,Positive,0,5.0,3,4,Low
313,ME,4,Female,97,8,4,1,6.7,5,5.06,7,54,5.0,91,40,Negative,7,2.9,5,4,Medium
314,ECE,1,Female,45,38,10,1,4.5,9,6.39,10,35,8.2,53,43,Positive,2,0.7,3,1,Medium
315,EEE,1,Male,61,5,1,2,5.5,3,5.81,4,39,6.6,84,78,Negative,8,2.1,4,5,High
316,ECE,2,Male,89,19,6,6,8.4,2,8.79,8,4,2.9,48,47,Negative,4,4.0,4,5,Medium
317,ME,4,Female,46,36,9,2,5.9,10,9.67,4,27,6.1,60,56,Negative,5,11.1,5,5,Medium
318,CE,2,Male,91,11,10,4,7.3,4,5.01,0,29,6.3,47,87,Positive,6,5.0,3,3,Low
319,CSE,2,Male,80,12,5,5,7.7,5,6.5,8,20,7.7,47,83,Neutral,5,4.8,5,5,Low
320,CE,3,Female,61,21,8,8,7.8,3,7.41,10,29,8.9,74,97,Neutral,7,9.4,4,1,Medium
321,CE,4,Male,75,34,1,4,6.5,6,9.0,5,4,9.7,57,93,Positive,5,11.8,5,2,Medium
322,EEE,1,Male,78,7,5,6,7.3,5,7.07,7,56,2.4,68,93,Neutral,3,6.3,2,1,Low
323,CE,2,Male,98,5,8,9,3.1,8,9.52,2,12,3.4,70,86,Negative,4,9.3,2,1,Medium
324,CE,3,Male,86,2,8,7,7.3,9,5.58,4,59,0.4,94,78,Positive,5,5.6,1,1,Low
325,CE,1,Male,76,19,4,6,4.2,5,6.38,5,49,4.4,47,57,Positive,2,3.3,1,5,Low
326,IT,1,Male,74,22,9,6,4.6,5,7.87,2,4,3.1,97,61,Negative,7,0.6,1,4,Low
327,CSE,4,Male,64,3,2,7,5.4,10,9.46,10,53,6.9,68,79,Neutral,4,4.0,2,5,Medium
328,ME,4,Male,45,29,2,8,4.9,8,7.35,3,9,8.6,79,56,Neutral,6,2.2,3,3,Medium
329,CE,4,Female,44,30,2,6,5.9,3,6.41,5,38,5.7,72,46,Neutral,1,3.9,1,3,Medium
330,EEE,2,Male,77,26,4,10,4.5,3,9.87,6,4,3.4,92,84,Negative,6,9.4,4,5,Medium
331,EEE,4,Male,82,4,10,8,3.7,10,7.31,8,6,8.2,51,59,Neutral,1,7.2,5,4,Medium
332,CE,3,Female,45,13,3,10,8.4,1,8.79,10,9,4.5,58,64,Negative,7,2.3,3,3,High
333,CSE,3,Male,85,22,2,10,3.0,9,7.02,2,54,2.9,63,97,Negative,0,0.0,5,3,High
334,ECE,3,Male,55,27,10,7,6.8,7,7.03,6,34,2.1,51,70,Positive,3,6.7,3,4,Low
335,ME,4,Female,48,0,2,1,3.9,8,8.29,2,5,1.4,91,66,Neutral,6,7.5,4,5,Medium
336,ME,3,Male,62,14,3,7,6.6,10,7.49,3,45,5.0,66,99,Negative,5,0.4,1,5,Medium
337,CE,3,Male,77,30,2,3,7.4,9,9.92,4,29,5.2,73,96,Negative,1,2.9,1,5,Medium
338,IT,3,Male,97,21,9,1,5.8,9,9.53,9,46,3.3,62,91,Neutral,4,2.0,5,3,Low
339,ECE,3,Female,80,30,10,3,6.4,5,9.04,9,1,2.9,45,48,Negative,1,10.2,3,3,Low
340,EEE,1,Male,94,16,1,2,6.6,10,8.69,10,28,3.7,51,56,Negative,3,5.8,5,1,Medium
341,ECE,4,Female,78,9,8,7,7.6,4,8.3,10,10,2.1,86,93,Neutral,0,7.7,1,1,Low
342,CSE,3,Female,70,19,8,9,4.4,7,7.37,2,33,8.7,40,58,Neutral,6,8.1,5,1,Medium
343,CE,1,Male,79,17,6,5,4.6,2,6.28,9,25,4.6,83,87,Positive,3,6.2,2,3,Medium
344,IT,2,Male,93,4,1,7,3.6,2,8.43,5,14,7.3,56,52,Positive,0,7.4,1,5,Low
345,EEE,4,Female,85,7,2,10,3.8,10,9.02,2,57,1.1,51,56,Neutral,7,7.9,1,4,Medium
346,ME,2,Female,56,10,2,5,7.7,7,6.94,0,16,9.6,56,51,Neutral,1,5.9,2,5,Medium
347,ECE,1,Male,46,9,9,7,4.3,2,9.56,4,6,0.3,44,76,Negative,4,9.3,1,4,Medium
348,ECE,1,Female,82,24,5,3,7.2,7,7.87,8,45,9.4,71,70,Neutral,6,10.1,1,5,Low
349,ME,3,Male,84,30,2,10,6.2,6,6.67,4,25,0.6,81,45,Neutral,8,10.2,3,1,Medium
350,ECE,1,Male,51,35,1,7,7.0,5,8.48,1,40,6.9,71,45,Negative,7,8.8,2,1,Medium
351,ME,2,Male,71,24,2,9,6.9,8,7.67,7,1,0.4,43,61,Negative,0,4.9,2,5,Medium
352,ME,2,Male,99,4,1,3,5.9,1,7.36,9,2,2.4,81,48,Positive,2,7.6,3,1,Medium
353,ECE,3,Male,92,6,2,8,6.6,10,6.1,3,27,3.4,93,87,Negative,6,3.9,5,5,High
354,CSE,4,Male,88,2,10,3,5.0,2,6.37,6,10,7.0,75,50,Neutral,3,11.1,1,2,Medium
355,ME,4,Male,41,31,2,1,3.0,2,8.53,9,56,2.8,84,91,Neutral,2,2.5,3,5,Medium
356,CE,1,Female,100,11,10,1,6.6,8,8.06,1,40,8.3,59,62,Neutral,0,6.7,2,1,Low
357,IT,3,Female,95,34,9,4,5.8,4,6.38,3,7,8.0,83,94,Neutral,7,2.1,1,1,Low
358,IT,4,Female,53,27,5,6,6.7,8,5.22,0,59,5.4,50,90,Positive,7,6.2,1,2,Medium
359,ME,2,Male,66,12,6,4,7.7,6,6.14,3,47,4.1,52,64,Positive,1,5.7,4,1,Medium
360,EEE,2,Male,99,39,8,3,5.3,3,7.29,3,40,3.6,57,52,Neutral,2,0.4,5,1,Low
361,CSE,4,Female,94,29,8,7,4.0,6,6.1,4,38,1.6,90,80,Negative,2,6.9,5,2,Medium
362,CE,1,Female,95,13,10,8,8.0,5,5.07,6,47,8.7,55,60,Neutral,3,10.7,5,2,Medium
363,EEE,2,Male,42,2,8,9,3.2,9,6.97,1,28,5.0,45,75,Positive,6,11.4,2,3,Medium
364,IT,1,Male,41,30,5,3,7.2,10,8.74,0,29,4.6,48,95,Negative,6,2.2,3,4,Medium
365,CE,3,Male,64,21,9,1,4.8,5,8.49,9,34,5.8,53,90,Negative,1,7.4,3,1,Medium
366,CSE,4,Male,47,24,6,8,6.7,6,6.83,10,35,7.0,75,85,Positive,2,11.8,2,5,Medium
367,IT,3,Female,88,14,6,6,8.4,9,8.4,4,3,0.6,62,68,Neutral,8,6.3,1,4,Low
368,ECE,2,Male,79,23,2,4,8.4,8,5.44,6,57,1.8,44,46,Positive,4,1.3,2,4,Medium
369,EEE,3,Female,58,26,9,3,5.8,7,7.22,10,1,2.9,44,41,Positive,8,7.7,4,5,Medium
370,EEE,3,Female,77,33,9,8,5.7,10,5.66,4,10,7.9,54,70,Neutral,4,9.2,1,2,Medium
371,EEE,2,Male,50,39,3,9,4.7,3,9.2,10,50,1.5,55,47,Positive,5,6.9,4,3,High
372,ECE,1,Female,75,2,6,6,3.9,8,7.7,2,34,3.0,98,41,Neutral,7,9.2,4,3,Low
373,IT,1,Female,81,18,8,5,8.8,10,8.33,9,46,9.1,68,61,Negative,1,8.8,1,2,Medium
374,IT,1,Female,41,25,10,4,5.7,2,6.63,9,41,2.0,73,54,Neutral,3,0.3,5,4,Medium
375,EEE,3,Female,52,31,6,10,6.6,1,9.54,5,25,1.5,94,67,Neutral,6,4.5,3,3,Medium
376,CE,1,Male,95,35,2,4,7.4,8,8.71,6,51,4.4,50,91,Negative,6,8.7,4,2,Medium
377,IT,2,Male,53,19,8,9,8.9,2,9.67,9,48,3.8,40,66,Negative,4,5.0,5,4,High
378,CSE,3,Female,51,24,5,9,5.9,5,9.17,4,31,5.6,69,54,Positive,0,1.8,3,4,Medium
379,EEE,1,Female,51,31,4,1,3.7,5,7.47,1,38,7.5,77,70,Negative,6,10.4,4,1,Medium
380,CE,2,Male,50,37,1,3,4.9,3,6.79,0,17,3.6,80,98,Neutral,0,3.5,5,1,Medium
381,ECE,1,Male,88,6,10,3,6.3,6,9.13,10,51,3.0,83,84,Negative,5,1.2,5,3,Medium
382,ME,4,Male,73,18,6,8,5.5,3,5.51,2,32,2.2,52,90,Negative,8,10.2,5,1,High
383,ECE,2,Male,47,8,1,8,5.1,6,5.7,7,56,9.9,73,88,Neutral,2,8.5,1,1,High
384,CE,1,Female,84,14,5,3,4.3,2,7.12,1,4,0.2,70,88,Neutral,0,2.4,1,5,Low
385,ECE,3,Female,47,16,1,2,4.8,1,8.77,1,58,6.0,77,97,Positive,2,8.0,1,1,Medium
386,IT,1,Male,62,10,9,10,4.5,10,5.34,9,48,0.1,53,85,Positive,4,2.1,5,1,High
387,CSE,4,Male,98,32,8,6,7.2,3,7.2,1,11,8.3,64,67,Positive,8,2.7,1,3,Low
388,CE,4,Female,73,8,8,6,7.2,9,8.61,1,20,4.9,64,58,Neutral,4,8.2,4,2,Low
389,CSE,2,Female,94,27,4,2,8.4,8,9.7,5,11,0.1,83,71,Negative,1,4.8,5,1,Medium
390,EEE,4,Female,65,37,2,3,3.4,4,6.69,9,54,9.9,47,54,Neutral,7,3.3,5,5,Medium
391,ME,1,Male,70,38,7,8,6.1,3,8.84,1,7,2.5,71,54,Negative,2,0.4,1,1,Medium
392,CE,3,Female,64,38,6,3,4.8,10,5.48,1,42,7.5,89,71,Neutral,3,3.5,4,4,Medium
393,IT,3,Male,91,34,9,1,8.7,1,9.95,1,24,4.5,94,64,Neutral,7,0.4,2,5,Low
394,CSE,4,Female,71,27,3,5,7.3,8,8.82,9,43,4.9,75,83,Negative,7,5.7,2,5,Medium
395,CSE,4,Female,71,37,7,10,7.1,5,6.6,0,37,0.5,93,63,Neutral,0,9.2,3,4,Low
396,EEE,1,Female,62,26,6,1,7.0,4,6.17,4,37,0.8,84,44,Neutral,1,4.1,1,5,Medium
397,CSE,2,Female,82,27,10,9,8.4,5,5.1,7,37,0.2,60,64,Negative,6,3.9,1,4,Medium
398,CE,4,Male,71,32,6,3,6.7,6,9.85,3,31,6.4,90,44,Negative,3,3.4,1,3,Low
399,IT,3,Male,79,5,10,2,6.6,5,5.34,8,30,4.3,62,90,Positive,4,6.1,3,4,Low
400,IT,4,Male,66,25,5,10,6.1,9,5.9,0,40,7.0,95,51,Negative,7,2.6,4,3,High
401,IT,2,Female,73,12,6,8,3.9,3,8.73,4,54,4.4,60,95,Positive,3,10.2,3,3,Low
402,ECE,3,Male,83,38,4,7,4.4,3,5.96,3,51,8.3,69,71,Negative,6,5.1,1,2,Medium
403,EEE,1,Female,41,16,5,9,4.1,1,9.82,7,50,0.2,95,97,Positive,5,7.2,1,4,Medium
404,CE,1,Female,100,8,4,2,6.4,9,9.66,8,42,8.3,100,89,Negative,4,6.0,1,2,Medium
405,EEE,4,Female,61,37,7,4,8.6,4,5.72,2,13,9.7,68,66,Neutral,0,5.9,3,1,Medium
406,CE,4,Female,83,15,5,3,5.2,6,9.11,0,41,9.7,78,42,Negative,0,8.3,2,3,Low
407,IT,3,Female,80,23,2,9,8.2,8,6.94,6,59,9.8,56,59,Positive,3,3.6,2,4,Medium
408,EEE,4,Female,90,2,5,2,7.9,8,7.36,6,59,8.4,85,67,Positive,2,8.4,5,1,Low
409,IT,4,Female,69,1,1,3,6.8,3,5.02,3,40,3.1,76,45,Positive,2,3.0,2,5,Medium
410,CSE,1,Male,68,30,3,5,4.0,10,9.13,4,12,0.8,63,51,Neutral,6,11.3,5,2,Medium
411,IT,4,Female,98,5,8,4,4.6,3,5.25,9,27,6.0,49,45,Neutral,2,11.4,1,1,Medium
412,ME,2,Female,92,31,2,4,7.3,4,9.73,4,18,7.5,64,48,Neutral,3,7.2,3,2,Low
413,IT,2,Female,90,9,1,5,8.9,4,8.09,3,23,5.8,81,69,Positive,0,5.6,3,4,Low
414,ME,3,Female,85,27,10,5,3.4,9,5.29,5,59,2.3,98,62,Negative,0,0.1,5,5,Medium
415,ECE,3,Male,82,23,3,9,3.2,3,6.3,8,31,9.3,96,69,Positive,1,3.8,5,4,High
416,IT,4,Male,60,2,3,8,8.2,5,8.74,6,18,9.0,56,79,Neutral,8,3.8,2,3,Medium
417,ME,3,Female,75,40,8,1,4.1,1,6.15,0,30,2.6,85,69,Neutral,1,11.9,4,1,Medium
418,CE,2,Female,69,31,2,3,3.7,2,6.02,4,11,8.3,87,72,Neutral,3,7.0,1,5,Medium
419,IT,4,Female,98,4,4,8,7.1,6,5.13,10,43,1.2,63,77,Positive,5,1.8,1,4,Medium
420,EEE,1,Male,80,17,10,1,5.0,1,8.28,7,20,9.5,86,98,Negative,2,2.5,1,3,Low
421,EEE,4,Female,75,38,7,2,5.4,3,6.2,6,5,0.2,53,50,Neutral,6,3.4,2,1,Medium
422,ME,3,Male,87,19,10,3,5.2,2,9.16,8,12,4.9,96,64,Neutral,4,6.8,4,1,Low
423,EEE,4,Female,67,40,7,2,3.2,6,9.87,10,14,6.5,85,49,Neutral,8,7.6,5,1,Medium
424,ME,1,Female,45,30,5,3,8.9,5,9.21,8,27,3.0,43,75,Positive,0,6.2,5,4,Medium
425,EEE,4,Female,82,36,5,6,4.5,2,8.84,0,7,7.4,69,51,Positive,6,0.5,4,3,Low
426,ECE,4,Female,79,16,6,3,4.3,2,8.74,9,16,8.7,46,67,Negative,0,0.1,1,1,Medium
427,CSE,2,Male,84,25,10,8,4.8,10,6.8,10,44,6.8,91,59,Positive,2,1.6,2,1,Medium
428,ME,4,Male,53,30,3,4,5.6,9,5.95,4,49,4.6,70,67,Positive,1,2.0,2,4,Medium
429,CE,3,Male,95,28,10,4,4.2,10,9.15,6,3,3.3,46,80,Negative,6,11.8,4,5,Medium
430,ME,1,Female,71,25,8,9,6.5,10,9.68,7,14,7.1,73,41,Neutral,5,6.6,3,4,Low
431,EEE,4,Female,79,22,8,7,3.1,5,8.63,7,22,4.4,72,54,Negative,5,11.1,4,2,Medium
432,EEE,2,Male,93,23,8,3,6.7,5,8.45,1,42,4.8,51,52,Positive,7,1.2,4,4,Low
433,CSE,2,Female,75,3,1,6,8.3,6,8.38,2,52,8.6,72,42,Positive,5,5.2,5,2,Medium
434,CSE,1,Male,56,21,6,1,7.6,9,6.34,2,54,6.9,72,78,Negative,1,8.5,4,4,Medium
435,IT,3,Female,92,35,1,9,3.6,2,9.35,5,10,7.3,85,68,Negative,7,8.8,1,2,High
436,IT,4,Female,92,8,2,4,5.6,7,8.85,0,15,8.3,70,61,Neutral,8,2.1,3,3,Low
437,CSE,1,Male,80,15,3,9,5.5,4,5.69,6,26,9.2,97,69,Negative,5,11.3,4,2,High
438,IT,3,Female,61,20,7,3,5.6,7,8.8,10,59,6.4,97,76,Positive,8,11.7,4,4,Medium
439,EEE,1,Male,98,22,1,5,8.4,10,9.6,6,28,6.4,96,74,Negative,7,8.4,4,2,Medium
440,EEE,2,Female,74,21,7,3,6.1,9,6.42,1,32,5.5,73,61,Negative,2,0.3,5,5,Medium
441,EEE,2,Male,86,27,9,2,7.4,6,6.3,8,22,1.2,88,81,Positive,7,3.6,1,4,Low
442,CSE,1,Male,62,19,5,10,7.0,7,7.6,3,6,3.3,77,52,Neutral,7,1.2,4,4,Medium
443,IT,4,Male,67,8,8,4,5.7,6,8.38,6,37,5.6,89,65,Neutral,7,7.6,4,4,Medium
444,EEE,1,Female,49,32,3,8,7.3,3,9.84,8,55,5.3,84,53,Neutral,7,0.4,2,5,Medium
445,ME,1,Female,47,7,6,10,4.7,9,5.77,5,19,9.9,59,58,Neutral,0,9.5,2,5,Medium
446,ME,2,Male,96,18,4,3,7.9,8,5.01,8,22,0.7,42,66,Neutral,4,6.8,3,4,Low
447,CE,1,Female,72,40,8,8,7.0,3,9.33,5,5,8.0,82,79,Neutral,6,2.8,4,3,Low
448,CSE,2,Female,87,17,2,3,7.2,10,8.15,4,35,6.5,81,75,Positive,3,11.5,5,5,Low
449,EEE,4,Male,72,1,2,9,4.1,1,6.37,3,15,8.3,93,96,Negative,7,1.0,5,5,High
450,CSE,2,Female,71,1,6,7,4.1,1,9.3,5,24,2.6,47,46,Negative,2,3.4,2,3,Low
451,ECE,2,Male,100,26,3,1,6.7,6,5.91,0,19,3.9,60,49,Neutral,5,3.1,1,1,Medium
452,CE,1,Male,71,32,9,7,8.7,5,5.3,7,35,4.1,70,41,Neutral,3,11.0,1,3,Low
453,CE,4,Male,88,35,3,5,6.4,8,5.42,10,32,2.0,49,63,Negative,2,9.4,5,4,High
454,CE,3,Male,40,29,10,5,6.9,3,5.0,7,17,6.0,93,83,Neutral,5,10.1,2,5,Medium
455,IT,3,Female,50,34,10,2,4.8,7,8.49,2,46,5.6,57,96,Neutral,3,7.3,3,3,Low
456,IT,4,Female,57,15,6,6,4.3,10,6.64,2,41,9.2,78,70,Positive,0,8.1,4,5,Medium
457,ME,3,Male,74,5,2,9,3.2,8,8.36,5,52,3.8,78,62,Neutral,2,10.1,1,1,Medium
458,ME,2,Male,68,0,4,1,7.6,6,5.96,9,40,3.0,85,54,Positive,7,11.6,1,3,Medium
459,ECE,3,Male,52,40,7,2,8.2,10,7.5,2,35,1.9,87,76,Negative,2,0.8,2,1,Medium
460,ME,4,Female,96,33,5,4,8.1,1,9.96,10,34,6.1,83,75,Neutral,0,11.3,1,3,Low
461,CSE,1,Male,47,33,8,8,5.2,1,9.42,3,3,2.8,66,74,Neutral,5,0.1,2,3,Medium
462,ME,2,Female,84,27,2,4,4.2,6,6.55,10,40,1.0,70,67,Positive,5,10.1,2,1,Medium
463,ME,3,Male,93,3,6,9,7.8,2,8.88,9,28,7.6,80,68,Negative,1,1.0,1,1,Medium
464,ECE,1,Female,90,8,1,8,3.3,10,8.13,1,6,6.8,75,43,Neutral,6,4.8,5,4,Medium
465,IT,1,Male,64,29,7,10,6.7,6,8.25,10,50,0.3,73,61,Negative,3,1.3,1,5,Medium
466,CE,3,Female,97,36,3,9,4.5,7,7.41,9,28,1.9,48,91,Positive,0,1.5,5,4,Medium
467,ME,3,Male,77,34,3,3,5.8,10,6.71,5,0,5.2,82,83,Positive,0,2.8,5,1,Medium
468,ECE,1,Female,52,40,4,2,5.0,8,8.47,7,38,6.9,94,77,Negative,5,7.4,4,3,Medium
469,EEE,1,Male,96,2,8,4,8.5,4,8.47,7,39,2.1,70,87,Neutral,6,2.5,2,1,Low
470,IT,2,Female,62,1,9,2,3.9,8,5.97,9,58,7.7,42,41,Positive,3,3.4,2,3,Medium
471,ME,2,Female,94,35,4,3,4.2,3,9.21,1,1,8.3,48,64,Negative,1,4.1,2,3,Low
472,CE,4,Male,91,23,3,9,8.9,10,9.41,1,7,1.4,99,48,Positive,3,6.4,3,3,Medium
473,ECE,1,Female,98,2,10,10,4.1,9,6.47,2,20,2.5,80,90,Neutral,2,10.2,5,4,Medium
